infraction_description 	 set_fine_amount 	 location2
PARK IN A FIRE ROUTE 	 250 	 2305 MARKHAM RD
PARK IN A FIRE ROUTE 	 250 	 2305 MARKHAM RD
PARK IN A FIRE ROUTE 	 250 	 1770 EGLINTON AVE E
PARK IN A FIRE ROUTE 	 250 	 25 GOSFORD BLVD
PARK IN A FIRE ROUTE 	 250 	 18 ST DENNIS DR
PARK IN A FIRE ROUTE 	 250 	 22 WAKUNDA PL
PARK IN A FIRE ROUTE 	 250 	 32 WAKUNDA PL
PARK IN A FIRE ROUTE 	 250 	 28 WILLIAM KITCHEN RD
PARK IN A FIRE ROUTE 	 250 	 1840 VICTORIA PARK AVE
PARK IN A FIRE ROUTE 	 250 	 240 WELLESLEY ST E
PARK IN A FIRE ROUTE 	 250 	 5 CONCORDE PLACE
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1462 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 8 ROANOKE RD
PARK IN A FIRE ROUTE 	 250 	 260 WELLESLEY ST E
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 151 VILLAGE GREEN SQ
PARK IN A FIRE ROUTE 	 250 	 1535 BIRCHMOUNT RD
PARK IN A FIRE ROUTE 	 250 	 3850 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 60 TOWN CENTRE CRT
PARK IN A FIRE ROUTE 	 250 	 1605 ALBION RD
PARK IN A FIRE ROUTE 	 250 	 36 PARK LAWN RD
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 75 OASIS BLVD
PARK IN A FIRE ROUTE 	 250 	 30 FIELDWAY RD
PARK IN A FIRE ROUTE 	 250 	 30 FIELDWAY RD
PARK IN A FIRE ROUTE 	 250 	 311 WASHBURN WAY
PARK IN A FIRE ROUTE 	 250 	 311 WASHBURN WAY
PARK IN A FIRE ROUTE 	 250 	 31 TAPSCOTT RD
PARK IN A FIRE ROUTE 	 250 	 31 TAPSCOTT RD
PARK IN A FIRE ROUTE 	 250 	 31 TAPSCOTT RD
PARK IN A FIRE ROUTE 	 250 	 3847 LAWRENCE AVE E
PARK IN A FIRE ROUTE 	 250 	 15 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 21 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 2305 MARKHAM RD
PARK IN A FIRE ROUTE 	 250 	 1 TREE SPARROWAY
PARK IN A FIRE ROUTE 	 250 	 25 BAY MILLS BLVD
PARK IN A FIRE ROUTE 	 250 	 500 REXDALE BLVD
PARK IN A FIRE ROUTE 	 250 	 59 WATERFORD DR
PARK IN A FIRE ROUTE 	 250 	 1110 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 31 TAPSCOTT RD
PARK IN A FIRE ROUTE 	 250 	 31 TAPSCOTT RD
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST.
PARK IN A FIRE ROUTE 	 250 	 2900 WARDEN AVE
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 40 SYLVAN VALLEYWAY
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 300 BOROUGH DR
PARK IN A FIRE ROUTE 	 250 	 10 VENA WAY
PARK IN A FIRE ROUTE 	 250 	 2 VENA WAY
PARK IN A FIRE ROUTE 	 250 	 300 BOROUGH DR
PARK IN A FIRE ROUTE 	 250 	 8 FOUNDRY AVE
PARK IN A FIRE ROUTE 	 250 	 816 LANSDOWNE AVE
PARK IN A FIRE ROUTE 	 250 	 700 HUMBERWOOD BLVD
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 
PARK IN A FIRE ROUTE 	 250 	 9 SHOREHAM CRT
PARK IN A FIRE ROUTE 	 250 	 195 EXBURY RD
PARK IN A FIRE ROUTE 	 250 	 190 WOOLNER AVENUE
PARK IN A FIRE ROUTE 	 250 	 200 SIR WILLIAM HEARST AVE
PARK IN A FIRE ROUTE 	 250 	 25 TRUDELLE ST
PARK IN A FIRE ROUTE 	 250 	 55 MILL ST
PARK IN A FIRE ROUTE 	 250 	 21 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 399 ADELAIDE ST W
PARK IN A FIRE ROUTE 	 250 	 1921 EGLINTON AVE E
PARK IN A FIRE ROUTE 	 250 	 151 WICKSON TRL
PARK IN A FIRE ROUTE 	 250 	 280 SPADINA AVE
PARK IN A FIRE ROUTE 	 250 	 40 FALSTAFF AVE
PARK IN A FIRE ROUTE 	 250 	 80 ORCHID PLACE DR
PARK IN A FIRE ROUTE 	 250 	 80 ORCHID PLACE DR
PARK IN A FIRE ROUTE 	 250 	 44 WILLOWDALE RD
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 1081 PROGRESS AVE
PARK IN A FIRE ROUTE 	 250 	 325 BOGERT AVE
PARK IN A FIRE ROUTE 	 250 	 1270 FINCH AVE
PARK IN A FIRE ROUTE 	 250 	 2415 JANE ST
PARK IN A FIRE ROUTE 	 250 	 195 EXBURY RD
PARK IN A FIRE ROUTE 	 250 	 195 EXBURY RD
PARK IN A FIRE ROUTE 	 250 	 121 PARKWAY FOREST DR
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 399 ADELAIDE ST W
PARK IN A FIRE ROUTE 	 250 	 1400 KENNEDY RD
PARK IN A FIRE ROUTE 	 250 	 1400 KENNEDY RD
PARK IN A FIRE ROUTE 	 250 	 211 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 1 EGLINTON SQ
PARK IN A FIRE ROUTE 	 250 	 3061 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 3051 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 305 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 3031 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 85 ELLESMERE RD
PARK IN A FIRE ROUTE 	 250 	 3031 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 123 BELLAMY RD N
PARK IN A FIRE ROUTE 	 250 	 348 BAY MILLS BLVD
PARK IN A FIRE ROUTE 	 250 	 348 BAY MILLS BLVD
PARK IN A FIRE ROUTE 	 250 	 348 BAY MILLS BLVD
PARK IN A FIRE ROUTE 	 250 	 126 BELLAMY RD N
PARK IN A FIRE ROUTE 	 250 	 126 BELLAMY RD N
PARK IN A FIRE ROUTE 	 250 	 126 BELLAMY RD N
PARK IN A FIRE ROUTE 	 250 	 75 GOSFORD BLVD
PARK IN A FIRE ROUTE 	 250 	 75 GOSFORD BLVD
PARK IN A FIRE ROUTE 	 250 	 75 GOSFORD BLVD
PARK IN A FIRE ROUTE 	 250 	 195 EXBURY RD
PARK IN A FIRE ROUTE 	 250 	 16 WILLIAM KITRCHEN RD
PARK IN A FIRE ROUTE 	 250 	 1270 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 65 EMMETT AVE
PARK IN A FIRE ROUTE 	 250 	 65 EMMETT AVE
PARK IN A FIRE ROUTE 	 250 	 3392 KINGSTON RD
PARK IN A FIRE ROUTE 	 250 	 33 GABIAN WAY
PARK IN A FIRE ROUTE 	 250 	 80 JOSEPH GRIFFITH LN
PARK IN A FIRE ROUTE 	 250 	 301 WASHBURN WAY
PARK IN A FIRE ROUTE 	 250 	 15 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 1539 WARDEN AVE
PARK IN A FIRE ROUTE 	 250 	 1539 WARDEN AVE
PARK IN A FIRE ROUTE 	 250 	 LISZT GATE
PARK IN A FIRE ROUTE 	 250 	 280 SPADINA AVE
PARK IN A FIRE ROUTE 	 250 	 415 JARVIS ST
PARK IN A FIRE ROUTE 	 250 	 415 JARVIS ST
PARK IN A FIRE ROUTE 	 250 	 58 GRENOBLE DR
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 320 SCARLETT RD
PARK IN A FIRE ROUTE 	 250 	 2000 SHEPPARD AVE W
PARK IN A FIRE ROUTE 	 250 	 375 BAY MILLS BLVD
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 605 ROGERS RD
PARK IN A FIRE ROUTE 	 250 	 88 PARK LAWN RD
PARK IN A FIRE ROUTE 	 250 	 2230 LAKE SHORE BLVD W
PARK IN A FIRE ROUTE 	 250 	 21 SCOLLARD ST
PARK IN A FIRE ROUTE 	 250 	 36 LEE CENTRE DR
PARK IN A FIRE ROUTE 	 250 	 2415 JANE ST
PARK IN A FIRE ROUTE 	 250 	 2415 JANE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 21 SCOLLARD ST
PARK IN A FIRE ROUTE 	 250 	 311 WASHBURN WAY
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 444 LUMSDEN AVE
PARK IN A FIRE ROUTE 	 250 	 8 TELEGRAM MEWS
PARK IN A FIRE ROUTE 	 250 	 9 HALDON AVE
PARK IN A FIRE ROUTE 	 250 	 30 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 5 BANCROFT AVE
PARK IN A FIRE ROUTE 	 250 	 280 SPADINA AVE
PARK IN A FIRE ROUTE 	 250 	 275 MAIN ST
PARK IN A FIRE ROUTE 	 250 	 812 LANSDOWNE AVE
PARK IN A FIRE ROUTE 	 250 	 130 LANSDOWNE AVE
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 5580 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 1779 JANE ST
PARK IN A FIRE ROUTE 	 250 	 1779 JANE ST
PARK IN A FIRE ROUTE 	 250 	 1750 LAWRENCE AV W
PARK IN A FIRE ROUTE 	 250 	 1750 LAWRENCE AV W
PARK IN A FIRE ROUTE 	 250 	 60 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 80 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 300 FRONT ST W
PARK IN A FIRE ROUTE 	 250 	 33 SINGER CRT
PARK IN A FIRE ROUTE 	 250 	 CONRON PL
PARK IN A FIRE ROUTE 	 250 	 240 ALTON TOWERS CRCL
PARK IN A FIRE ROUTE 	 250 	 2301 BRIMLEY RD
PARK IN A FIRE ROUTE 	 250 	 175 COMMANDER BLVD
PARK IN A FIRE ROUTE 	 250 	 55 MILLS ST
PARK IN A FIRE ROUTE 	 250 	 325 BAMBURGH CRCL
PARK IN A FIRE ROUTE 	 250 	 325 BAMBURGH CRCL
PARK IN A FIRE ROUTE 	 250 	 160 HORNER AVE
PARK IN A FIRE ROUTE 	 250 	 160 HORNER AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 175 COMMANDER BLVD
PARK IN A FIRE ROUTE 	 250 	 1270 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 3833 BAMBURGH CRCL
PARK IN A FIRE ROUTE 	 250 	 61 PELHAM PARK GARDEN
PARK IN A FIRE ROUTE 	 250 	 61 PELHAM PARK GARDENS
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 160 CHALKFARM DR
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 28 HARRISON GARDEN BLVD
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1577 LAWRENCE AVE W
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1333 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 35 TRUDELLE ST
PARK IN A FIRE ROUTE 	 250 	 60 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 60 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 60 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 80 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 20 ZACHARY CRT
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 555 REXDALE BOULEVARD
PARK IN A FIRE ROUTE 	 250 	 44 VALLEY WOODS RD
PARK IN A FIRE ROUTE 	 250 	 275 BLEECKER ST
PARK IN A FIRE ROUTE 	 250 	 275 BLEECKER ST
PARK IN A FIRE ROUTE 	 250 	 275 BLEECKER ST
PARK IN A FIRE ROUTE 	 250 	 275 BLEECKER ST
PARK IN A FIRE ROUTE 	 250 	 740 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 1333 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 325 BAMBURGH CRCL
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 2301 BRIMLEY RD
PARK IN A FIRE ROUTE 	 250 	 2301 BRIMLEY RD
PARK IN A FIRE ROUTE 	 250 	 2301 BRIMLEY RD
PARK IN A FIRE ROUTE 	 250 	 240 WELLESLEY ST E
PARK IN A FIRE ROUTE 	 250 	 15 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 260 WELLESLEY ST E
PARK IN A FIRE ROUTE 	 250 	 151 TORYORK DR
PARK IN A FIRE ROUTE 	 250 	 151 TORYORK DR
PARK IN A FIRE ROUTE 	 250 	 399 D ADELAIDE ST W
PARK IN A FIRE ROUTE 	 250 	 19 D BRANT ST
PARK IN A FIRE ROUTE 	 250 	 19 D BRANT ST
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 3833 MIDLAND AVE
PARK IN A FIRE ROUTE 	 250 	 750 OAKDALE RD
PARK IN A FIRE ROUTE 	 250 	 1 EGLINTON SQ
PARK IN A FIRE ROUTE 	 250 	 750 OAKDALE RD
PARK IN A FIRE ROUTE 	 250 	 750 OAKDALE RD
PARK IN A FIRE ROUTE 	 250 	 60 JOHN GARLAND BLVD
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 15 JAMESTOWN CRES
PARK IN A FIRE ROUTE 	 250 	 4700 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1881 STEELES AVE W
PARK IN A FIRE ROUTE 	 250 	 1080 BAY ST
PARK IN A FIRE ROUTE 	 250 	 80 ORCHARD PARK BLVD
PARK IN A FIRE ROUTE 	 250 	 710 HUMBERWOOD BLVD
PARK IN A FIRE ROUTE 	 250 	 60 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 80 WESTON RD
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 29 SOUTH STATION ST
PARK IN A FIRE ROUTE 	 250 	 8 TELEGRAM MEWS
PARK IN A FIRE ROUTE 	 250 	 2597 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 2597 KEELE ST
PARK IN A FIRE ROUTE 	 250 	 1530 VICTORIA PARK AVE
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE STREET
PARK IN A FIRE ROUTE 	 250 	 2900 WARDEN AVE
PARK IN A FIRE ROUTE 	 250 	 325 BAMBURGH CRCL
PARK IN A FIRE ROUTE 	 250 	 301 INVERGORDON AVE
PARK IN A FIRE ROUTE 	 250 	 2100 ROSETHORN AVE
PARK IN A FIRE ROUTE 	 250 	 750 MILITARY TRL
PARK IN A FIRE ROUTE 	 250 	 750 MILITARY TRL
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 151 TORYORK DR
PARK IN A FIRE ROUTE 	 250 	 40 FALSTAFF AVE
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 75 BILLY BISHOP WAY
PARK IN A FIRE ROUTE 	 250 	 200 SIR WILLIAM HEARST AVE
PARK IN A FIRE ROUTE 	 250 	 2552 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 2552 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 1800 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 15 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 100 PARROTTA DR
PARK IN A FIRE ROUTE 	 250 	 175 COMMANDER BLVD
PARK IN A FIRE ROUTE 	 250 	 175 COMMANDER BLVD
PARK IN A FIRE ROUTE 	 250 	 2471 KINGSTON RD
PARK IN A FIRE ROUTE 	 250 	 300 ANTIBES DR
PARK IN A FIRE ROUTE 	 250 	 225 MARKHAM RD
PARK IN A FIRE ROUTE 	 250 	 86 JIM BAIRD MEWS
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 6015 STEELES AVE E
PARK IN A FIRE ROUTE 	 250 	 6015 STEELES AVE E
PARK IN A FIRE ROUTE 	 250 	 375 COOK RD
PARK IN A FIRE ROUTE 	 250 	 8 TELEGRAM MEWS
PARK IN A FIRE ROUTE 	 250 	 21 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 195 EXBURY RD
PARK IN A FIRE ROUTE 	 250 	 92 DUSAY PL
PARK IN A FIRE ROUTE 	 250 	 4001 LESLIE ST
PARK IN A FIRE ROUTE 	 250 	 1333 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 21 ICEBOAT TER
PARK IN A FIRE ROUTE 	 250 	 70 TOWN CENTRE COURT
PARK IN A FIRE ROUTE 	 250 	 35 PARK HOME AVENUE 
PARK IN A FIRE ROUTE 	 250 	 5740 YONGE ST
PARK IN A FIRE ROUTE 	 250 	 LESLIE STREET
PARK IN A FIRE ROUTE 	 250 	 2045 FINCH AVE W
PARK IN A FIRE ROUTE 	 250 	 205 CUMMER AVE
PARK IN A FIRE ROUTE 	 250 	 3050 LAWRENCE AVE E
PARK IN A FIRE ROUTE 	 250 	 101 TORO ROAD
PARK IN A FIRE ROUTE 	 250 	 250 DAVENPORT RD
PARK IN A FIRE ROUTE 	 250 	 2500 LAWRENCE AVE E
PARK IN A FIRE ROUTE 	 250 	 462 BIRCHMOUNT RD
PARK IN A FIRE ROUTE 	 250 	 462 BIRCHMOUNT RD
PARK IN A FIRE ROUTE 	 250 	 16 HARBORD ST
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 2481 KINGSTON RD
PARK IN A FIRE ROUTE 	 250 	 362 THE EAST MALL
PARK IN A FIRE ROUTE 	 250 	 205 HUMBER COLLEGE BLVD
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 5085 SHEPPARD AVE E
PARK IN A FIRE ROUTE 	 250 	 989 MURRAY ROSS PKWY
PARK IN A FIRE ROUTE 	 250 	 245 MANSE RD
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 16 HARBOUR ST
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 1120 MARTIN GROVE RD
PARK IN A FIRE ROUTE 	 250 	 10 BOULTBEE AVE
PARK IN A FIRE ROUTE 	 250 	 2821 BIRCHMOUNT RD
PARK IN A FIRE ROUTE 	 250 	 2821 BIRCHMOUNT RD
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
PARK IN A FIRE ROUTE 	 250 	 1090 DON MILLS RD
